,Category,Resume,candidate_num,majors,degrees,skills
45,Java Developer,"TECHNICAL STRENGTHS Computer Language Java/J2EE, Swift, HTML, Shell script, MySQL Databases MySQL Tools SVN, Jenkins, Hudson, Weblogic12c Software Android Studio, Eclipse, Oracle, Xcode Operating Systems Win 10, Mac (High Sierra) Education Details 
June 2016 B.E. Information Technology Goregaon, MAHARASHTRA, IN Vidyalankar Institute of Technology
May 2013   Mumbai, Maharashtra Thakur Polytechnic
May 2010   Mumbai, Maharashtra St. John's Universal School
Java developer 

Java developer - Tech Mahindra
Skill Details 
JAVA- Exprience - 21 months
MYSQL- Exprience - 21 months
DATABASES- Exprience - 17 months
J2EE- Exprience - 17 months
ANDROID- Exprience - 6 monthsCompany Details 
company - Tech Mahindra
description - Team Size: 5
Environment: Java, Mysql, Shell script.
Webserver: Jenkins.
Description: OR-Formatter is an application which takes the input file as Geneva Modified File GMF from Geneva server and reads the data to generate Bill backup and Bill Invoices for Client customers of BT. These invoices would be sent across to all the clients after billing.
Contribution:
â¢	Played the role of Java developer involved in applying change request to current modules.
â¢	Worked on requirement analysis and development for the user stories and also preformed dev unit testing for the user stories.
â¢ Handled E2E issues and fixing bugs.
â¢	Prepare required program level and user-level documentation.
company - Tech Mahindra
description - Team Size: 5
Environment: Java EJB, Mysql, Shell script.
Webserver: Weblogic12c Server, Jenkins.
Description: STAA is an encapsulation middleware layer, acting as an interface between client's operational support systems and Legacy systems. It transforms the legacy data into various formats such as TLV. Input is in form xml/http to STAA where validations are done and the response is sent to the back end systems where back end systems are CSS and COSMOSS Databases. The business methods deployed as EJBs on WebLogic Server shared across various market facing units of client.
Contribution:
â¢	Played the role of Java developer involved in creating services using Java/J2EE.
â¢	Worked on requirement analysis and development for the user stories and also preformed dev unit testing for the user stories.
â¢ Handled E2E issues and fixing bugs.
â¢	Worked in Migration from java 1.6 to java 1.8.",Applicant 46,['information technology'],['BS-LEVEL'],"java,swift,html,shell,mysql,database,apache subversion,jenkins,software,android studio,eclipse,oracle,xcode,operating system,operations research,server,testing,documentation,middleware,xml,http,backend,css,business"
46,Java Developer,"Education Details 
January 2013 Master of Engineering Information Technology Pune, Maharashtra M.I.T
January 2005 Bachelor of Engineering Information Technology Pusad, Maharashtra Amravati University
January 2001   Pusad, Maharashtra P. N. Junior College
January 1999 S.S.C  Pusad, Maharashtra K.D. High-School
Java Developer 

Java Developer - Maxgen Technologies
Skill Details 
Company Details 
company - Maxgen Technologies
description - Currently working in Infrasoft Technologies, Andheri as a Java Developer.
company - MIS Generation of Tata Sky and Tata Power
description - COURSES DONE: Android -Mobile App Development, Technologies in Java-Core Java,
Advance Java, JSF, Hibernate, Spring at NIIT in 2015-16.

ANDROID PROJECT: Location Detector of Computing and Mobile Devices. (Android)

ME PROJECT: Data Deduplication. My projects works to reduce redundant data from the system and free up the memory. It stores unique copy of data and for more location with same data with the help of pointers can access the data. (Java)

SUBJECTS TAUGHT:
C language, Core Java, Object Oriented Programming (OOT/C++), Database, PPS (Programming and problem solving), AD (Advance Database), IAS (Information Assurance and security), Android

PROGRAMMING SKILL: C, C++, Java, Android.
DATABASE HANDLED:
MS Access, SQL, Oracle

NATIONAL CONFERENCE: 1. paper presented on ""A secure cipher index over encrypted character data in database."" On dated 28-29 April 2011 at Pimpri chinchwad college of engineering, Pune.",Applicant 47,"['information technology', 'programming']","['MS-LEVEL', 'BS-LEVEL']","engineering,java,android,mobile development,hibernate,spring,c,object oriented programming,cpp,database,security,mobile station,sql,oracle"
47,Java Developer,"Education Details 
 BE IT   pjlce
Java Developer 

Java Developer
Skill Details 
c++- Exprience - Less than 1 year months
c- Exprience - Less than 1 year months
JAVA- Exprience - Less than 1 year months
DS- Exprience - Less than 1 year months
Jdbc- Exprience - 24 months
Hibernate- Exprience - Less than 1 year months
Java J2Ee- Exprience - Less than 1 year months
Javascript- Exprience - 6 months
JQuery- Exprience - 6 months
Ajax- Exprience - 6 monthsCompany Details 
company - Almighty tech pvt ltd nagpur
description - 1. As a Java Developer.
â ORGANISATION: Almighty tech pvt ltd Nagpur
â DESIGNATION.: Java Developer.
â DURATION.: From 1st jan 2018
â Notice Period: 15 days
JOB RESPONSIBILITIES
â Resolve Bugs
â Develop project as per user requirement.

KNOWLEDGE ABOUT:-
â Programming language C, C++, DS, Java(Swing, JDBC, J2EE) java script,jquery,Ajax
â Ms office, Excel.",Applicant 48,['programming'],"['BS-LEVEL', 'MS-LEVEL']","java,less,programming languages,c,cpp,data science,jquery,ajax,mobile station"
48,Java Developer,"TECHNICALSKILLS SpringMVC, Hibernate, JDBC, Java, J2EE, AzureWeb SunTechnologies Services, JSP, Struts, Servlet, RestApi. Scripting JavaScript, AJAX, HTML, JSON. OpenSourceTechnologies PHP. Database MsSQL, MySQL, Oracle. WebServers ApacheTomcatServer. Internettechnologiesand OnesignalWebPushNotifications, AzurewebServices, frameworks IONIC, HTML, JSON OperatingSystem WindowsServer2012R2, WinXP/7/8.1/10, Linux, Mac OS Education Details 
August 2013 to July 2016 BE Computer Engineering Nashik, Maharashtra Late G.N. Sapkal COE Nashik
July 2009 to June 2013 Diploma Computer technology Nashik, Maharashtra K K Wagh Polytechnic  Nashik
Java developer 

Java Developer
Skill Details 
AJAX- Exprience - 12 months
DATABASE- Exprience - 24 months
HTML- Exprience - 24 months
J2EE- Exprience - 6 months
JAVA- Exprience - 24 months
Spring MVC- Exprience - 12 months
Ionic 3- Exprience - 6 months
Angular JS- Exprience - 6 months
Spring- Exprience - Less than 1 year months
Java- Exprience - Less than 1 year monthsCompany Details 
company - Replete business solutions pvt ltd
description - Working as Java developer in spring MVC, MySQL, MsSql, Java, J2EE, Ajax, Javascript, ionic 3 framework, angular js etc. Technologies.",Applicant 49,['computer engineering'],['BS-LEVEL'],"hibernate,java,javascript,ajax,html,php,database,mysql,oracle,frameworks,ionic,linux,operating system,computer engineering,spring,angular,less,business,mvc"
49,Java Developer,"TECHNICALSKILLS SpringMVC, Hibernate, JDBC, Java, J2EE, AzureWeb SunTechnologies Services, JSP, Struts, Servlet, RestApi. Scripting JavaScript, AJAX, HTML, JSON. OpenSourceTechnologies PHP. Database MsSQL, MySQL, Oracle. WebServers ApacheTomcatServer. Internettechnologiesand OnesignalWebPushNotifications, AzurewebServices, frameworks IONIC, HTML, JSON OperatingSystem WindowsServer2012R2, WinXP/7/8.1/10, Linux, Mac OS Education Details 
August 2013 to July 2016 BE Computer Engineering Nashik, Maharashtra Late G.N. Sapkal COE Nashik
July 2009 to June 2013 Diploma Computer technology Nashik, Maharashtra K K Wagh Polytechnic  Nashik
Java developer 

Java Developer
Skill Details 
AJAX- Exprience - 12 months
DATABASE- Exprience - 24 months
HTML- Exprience - 24 months
J2EE- Exprience - 6 months
JAVA- Exprience - 24 months
Spring MVC- Exprience - 12 months
Ionic 3- Exprience - 6 months
Angular JS- Exprience - 6 months
Spring- Exprience - Less than 1 year months
Java- Exprience - Less than 1 year monthsCompany Details 
company - Replete business solutions pvt ltd
description - Working as Java developer in spring MVC, MySQL, MsSql, Java, J2EE, Ajax, Javascript, ionic 3 framework, angular js etc. Technologies.",Applicant 50,['computer engineering'],['BS-LEVEL'],"hibernate,java,javascript,ajax,html,php,database,mysql,oracle,frameworks,ionic,linux,operating system,computer engineering,spring,angular,less,business,mvc"
50,Java Developer,"Operating Systems Windows XP, 7, 10. Tools/Packages Visual Basic 6.0, UML, Packet Tracer Web technologies Core java, Advance java, JSP, Hibernate, Spring Languages known C, C++ Databases SQL AREAS OF INTEREST â¢ Software Development â¢ Programming Academic Projects Details Diploma: Title: Banking Software Description: We used GSM technology for transaction of message for a security purpose. Environment/OS: Windows XP Technologies used frontend: visual basic 6.0 Backend: oracle 9i BE: Title: Single Sign On Description: We have created ""single sign on"" mechanism for network security. Environment/OS: Windows 7 Technologies Used Frontend: java Backend: Oracle 10g ME: Title: Text Based Graphical Password To Overcome Shoulder Surfing Attacks Description: I have created a most secure password system using Random Printing Algo. Environment/OS: Windows 10 Technologies used: Frontend: Java Backend: MySQL Company: Title: Agriculture Management System Description: Created Web application for Agriculture system and Farming. Environment/OS: Windows 10 Technologies used: Frontend: Hibernate Backend: MySQL Education Details 
June 2015 to February 2018 ME(computers) computer Pune, Maharashtra Savitribai Phule Pune University
June 2007 S.S.C.  Solapur, Maharashtra Maharashtra Secondary Board
Java Developer 

Java Developer
Skill Details 
JAVA- Exprience - 6 months
DATABASES- Exprience - 6 months
Hibernate- Exprience - Less than 1 year months
Jsp- Exprience - Less than 1 year months
Servlet- Exprience - Less than 1 year monthsCompany Details 
company - Maxgen Technologies Pvt.Ltd.
description - 1. Working as a java developer over Hibernate technology. Developing web application using JSP servlet and hibernate.
company - Prakshal IT academy
description - I was working as a trainer. I have taught A+, N+ CCNA(routing and switching).",Applicant 51,"['software development', 'programming', 'network security']",['BS-LEVEL'],"operating system,windows,visual basic,unified modeling language,java,hibernate,spring,c,cpp,database,sql,software,gsm,security,frontend,backend,oracle,network security,mysql,web development,less"
51,Java Developer,"Computer Skills: Languages And Script: JSP, Servlet, HTML, CSS, Java Script, Jquery, Ajax, Spring, Hibernate Operating System: Microsoft WindowsÂ® 2003/XP/Vista/7/8 Databases: My SQL Concepts: OOPS, Core java, Advance java Development Tool: Eclipse, Net beans IDE Web Server: Apache Tomcat 7.0Education Details 
January 2007 H.S.C  Amravati, Maharashtra VidyaBharati college
January 2005 S.S.C  Amravati, Maharashtra Holy Cross English School
Java Developer 

Java Developer - Kunal IT Services Pvt Ltd
Skill Details 
ECLIPSE- Exprience - Less than 1 year months
JAVA- Exprience - 14 months
HIBERNATE- Exprience - Less than 1 year months
SPRING- Exprience - Less than 1 year months
jQuery- Exprience - Less than 1 year monthsCompany Details 
company - Kunal IT Services Pvt Ltd
description - Currently Working As Java Developer In Winsol Solution Pvt Ltd From 1 July 2017 To Till Date.

Experience Of  2 Yrs As A Java Developer In Kunal IT Services Pvt Ltd.",Applicant 52,[],['BS-LEVEL'],"html,css,java,jquery,ajax,spring,hibernate,operating system,database,sql,eclipse,integrated development environment,web server,apache tomcat,less"
52,Java Developer,"Education Details 
January 2016 B.E Information Technology Pune, Maharashtra Sawitribai Phule Pune University
Java Developer 

Java Developer - Vertical Software
Skill Details 
Company Details 
company - Vertical Software
description - Expertise in design and development of web applications using J2EE, Servlets
JSP, JavaScript, HTML, CSS, JQUERY, AJAX, JSON.

Experienced in developing applications using MVC architecture.

Good understanding of Software Development Life Cycle Phases such as Requirement
gathering, analysis, design, development and unit testing.

Languages & open Source Java, J2EE, Spring, Hibernate
Frame Work

Scripting Languages & Server Java JSP, Servlets, DB Connectivity's
Side Program JDBC, JavaScript, jQuery, Ajax, JSON

Application Server TomCat
Database MongoDB, MySql
IDEs Eclipse

1. Project Title: Expense Ledger
Role: Java Developer
Tools and Technologies: Java, Jsp, Servlet, MySql, JavaScript, Json, Jquery, Ajax.

2. Project Title: Trimurti Developer (Realestate)
Role: Java Developer
Tools and Technologies: Java, Jsp, Servlet, MySql, JavaScript, Json, Jquery, Ajax.

3. Project Title: Vimay Enterprise
Role: Java Developer
Tools and Technologies: Java, Jsp, Spring, Hibernate, Maven, Jquery, Ajax.
company - Higher Secondary School
description - Pune, 58.8%",Applicant 53,"['information technology', 'software development']",['BS-LEVEL'],"java,software,design,web development,javascript,html,css,jquery,ajax,mvc,testing,spring,hibernate,scripting language,server,database,application server,apache tomcat,mongodb,mysql,eclipse,apache maven"
53,Java Developer,"TECHNICAL SKILLS Programming Languages: Java (Servlet, JSP, Spring Boot). Web Technology: HTML5, CSS3, Bootstrap, JavaScript, JQuery, Ajax, AngularJs. Database: MySQL. IDE and Tool: Eclipse, spring tool Suit, Net beans, Sublime Text, Atom. Operating System: Windows XP, 7, 8, 10. ACHIEVEMENT â¢ Java Developer Certificate from Unanth Technical Institute. â¢ Java Certificate from solo Learn. â¢ Command line crash Course certificate from Udemy. JOB DETAILS Education Details 
January 2018 M.C.A  Pune, Maharashtra Pune University
January 2015 B.C.A  Amravati, Maharashtra Amravati University
January 2012 H.S.C  Amravati, Maharashtra Amravati University
January 2010 S.S.C  Amravati, Maharashtra Amravati University
Java developer 

Full Stack Java Developer
Skill Details 
Css- Exprience - Less than 1 year months
Ajax- Exprience - Less than 1 year months
Servlet- Exprience - Less than 1 year months
Html5- Exprience - Less than 1 year months
Spring- Exprience - Less than 1 year months
Java- Exprience - Less than 1 year months
Jquery- Exprience - Less than 1 year months
Jsp- Exprience - Less than 1 year months
Javascript- Exprience - Less than 1 year months
Bootstrap- Exprience - Less than 1 year months
Spring Boot- Exprience - Less than 1 year monthsCompany Details 
company - Salcluster technologies
description - Worked as java developer. Developed 3 projects using java servlet jsp ajax and web technologies.
company - Salcluster Technologies LLP.
description - Technology: Core Java, Servlet and JSP, HTML5, CSS3, Bootstrap, Javascript, Jquery
Ajax and Bootstrap.

PROJECT DETAILS
#1 Title: GST And Sales Billing Softwares
â¢ Status: Completed
â¢ Duration: 1.5 Months.
â¢ Abstract: This is a Web application made by using Java (Servlet and JSP), JavaScript, Jquery, Ajax, and MySQL on back end. It is a client's website which is used for Billing. It includes GST Billing, Generate and print invoice. It has five master pages and four common pages. Masters include customer master, item master, uom master, setup master, reason master and common pages like sales order, payments, sales return and invoice.

#2 Title: Dinman News website
â¢ Status: Completed
â¢ Duration: 1 Months.
â¢ Abstract: This is a Website project by using Java (Servlet and JSP), JavaScript, Jquery, Ajax, and MySQL on back end. It is a clients website. It is used for displaying online video and text news.

#2 Title: Agri Management Website
â¢ Status: Completed
â¢ Duration: 1.5 Months.
â¢ Abstract: This is a Website project by using Java (Servlet and JSP), JavaScript, Jquery, Ajax, and MySQL on back end. It is used for purchasing and selling vegetables all over india.
company - OmegaSoft Technologies pvt.ltd
description - Company Name: OmegaSoft Technologies pvt.ltd. An  ISO certified Company.
Duration: 5 months.
Technology: Java Spring Hibernate, AngularJs, Ajax, KendoUI and BootStrap.
Architecture: MVC Architecture and Service based Programming.
Project Module: Login Registration and Role Assignment, Payments.

INTERNSHIP PROJECT DETAILS
#1 Title: Employment Times
â¢ Status: Completed
â¢ Duration: 4 Months.
â¢ Abstract: This is a Website project using Java, Spring, Hibernate. Angular Js, Ajax and MySQL on back end. It is a client's website which is used for posting of newspapers all over India. It has 12 Modules. In which it has Admin Panel, E-paper Posting, Subscriptions, and many more. It is a very light weight website built by using MVC Architecture and Service based Architecture. We can also post advertisements on website and share the news on Facebook or any other social media directly. It has Payment module and users are able to make payments online through debit or credit card or E-Wallet.",Applicant 54,['programming'],"['BS-LEVEL', 'MS-LEVEL']","programming languages,java,spring boot,html,bootstrap,javascript,jquery,ajax,angular,database,mysql,integrated development environment,eclipse,spring,atom,operating system,windows,front and back ends,less,web development,backend,payment services,hibernate,mvc,advertising,operations research"
54,Java Developer,"SKILLS: - 1) Team leading 2) Self-motivated 3) Hard working â Strengths: Ready to learn new Programming Languages, Punctual, Discipline, Respectfulness. DECLARATION:- I hereby inform you that all the statement made above are true with the best of my knowledge and belief. Education Details 
August 2014 to July 2017 MCA Computer Sciene Amravati, Maharashtra SGBAU, Amaravti
Java Web Developer 


Skill Details 
Core Java,JSP,Servlet,Spring,Hibernate,Struts,Javascript- Exprience - 6 monthsCompany Details 
company - Salcluster Technologies
description - 1.  I am Java web developer
2. Jsp , servlet, Sprinng MVC Technologies",Applicant 55,['programming'],[],"programming languages,java,spring,hibernate,mvc"
55,Java Developer,"Skills â¢ Language: Java â¢ Operating System: Windows, Linux (CentOS 6.6) â¢ Databases: Oracle, My SQL and Derby (Embedded DB) â¢ IDE: Eclipse (Oxygen) â¢ Tools: SonarQube, Putty. Responsibilitis: â¢ Participated in requirements gathering and design development meetings. â¢ Reviewed code and debugged errors to improve performance. â¢ Coordinated with systems partners to finalize designs and confirm requirements. â¢ Consistently met deadlines and requirements for all production work orders. â¢ Collaborated with other developers to identify and alleviate the number of bugs in the software and provided maintenance and development of bug fixes and patch sets for existing applications. Education Details 
 Bachelor of Engineering  (Computer)   Savitribai Phule Pune University
Java Developer 

Java Developer - Aurus Tech Pvt. Ltd
Skill Details 
JAVA- Exprience - 32 months
LINUX- Exprience - 6 months
Adavance Java- Exprience - Less than 1 year months
Derby- Exprience - Less than 1 year months
Oracle- Exprience - Less than 1 year monthsCompany Details 
company - Aurus Tech Pvt. Ltd
description - Having 2 years of experience in working with a Payment Gateway Solutions provider with Core Java. Hardworking Java Developer enthusiastic about working with multicultural teams.
company - Aurus Tech Pvt Ltd.
description - â¢ Participated in requirements gathering and design development meetings.
â¢ Reviewed code and debugged errors to improve performance.
â¢ Coordinated with systems partners to finalize designs and confirm requirements.
â¢ Consistently met deadlines and requirements for all production work orders.
â¢ Â Collaborated with other developers to identify and alleviate the number of bugs in the software and provided continued maintenance and development of bug fixes and patch sets for existing applications.",Applicant 56,[],['BS-LEVEL'],"java,operating system,windows,linux,centos,database,oracle,sql,integrated development environment,eclipse,sonarqube,design,code,software,engineering,less"
56,Java Developer,"Education Details 
August 2010 to May 2017 BE Electronics & Communication Jabalpur, Madhya Pradesh Takshshila institute of technology
Java developer 


Skill Details 
Java, Javascript,- Exprience - 6 monthsCompany Details 
company - Wab It Softwere Pvt.  Ltd.
description - Jr. Java Developer",Applicant 57,[],['BS-LEVEL'],"communications,java"
57,Java Developer,"Technical Skills (Trained / Project Acquired Skills) â¢ Languages Known: C, C++, J2EE, Spring, Hibernate. â¢ Testing: Functional Testing, Manual Testing. â¢ Operating Systems: Windows & Linux. â¢ Packages: MS-office. â¢ Databases: My SQL & PostgreSQL.Education Details 
January 2013 to January 2017 B.E Computer Science and Engineering  RTMNU University - Jhulelal Institute of Technology
January 2011 to January 2013 HSC  Nagpur, Maharashtra Maharashtra State Board - Dayanand Arya Kanya Junior College
January 2010 to January 2011 SSC  Nagpur, Maharashtra Maharashtra State Board
Java Developer 

Java Developer - Inouvelle Ventures Private Limited
Skill Details 
J2EE- Exprience - 17 months
C++- Exprience - 6 months
DATABASES- Exprience - 6 months
FUNCTIONAL TESTING- Exprience - 6 months
LINUX- Exprience - 6 monthsCompany Details 
company - Inouvelle Ventures Private Limited
description - Nagpur.
1.   Project name: Stock Management System		December 2017 - Till Date
Language of implementation: Angular (Frontend), JAVA - J2EE, spring, Hibernate Framework (Backend)
& PostgresSql Database.
Role: Java Developer
Operating system: Windows XP/07/08
Description: Stock management System is Specially Developing for the Medicinal Market. This software is developing to keep the track of medicines, ailments, surgical Equipments, & also to keep the track of Wholesalers, Retailers, Employees, & Customers of the Company. Stock management system is the practice of ordering, storing, tracking, and controlling
inventory. Debtor invoicing software helps small businesses and freelancers keep track of company assets   .. Stock
management may also be called stock control, inventory management or inventory control.
company - Inouvelle Ventures Private Limited
description - Project Profile
company - Inouvelle Ventures Private Limited
description - Language of implementation: Angular (Frontend), JAVA - J2EE, spring, Hibernate Framework (Backend)
& PostgresSql Database.
Role: Java Developer, Manual Testing.
Operating system: Windows XP/07/08
Description: This Project is done for the Oldest Printing Press in Nagpur. The proposed web based Printing Press
Management System designed according to user and system requirement to fulfil the existing problems. This system offers the products and services that enhance organization growth, efficiency, and profitability.",Applicant 58,['computer science'],"['MS-LEVEL', 'BS-LEVEL']","c,cpp,spring,hibernate,testing,functional testing,operating system,windows,linux,mobile station,database,sql,computer science,engineering,java,angular,frontend,backend,software,operations research"
58,Java Developer,"TECHNICAL SKILLS Skills: Java, SQL, PL/SQL, C, C++, BootStrap, JSP, Ext JS Operating Systems: Windows Tools: Toad, Eclipse, SoapBox, Postman Databases: Oracle, MS-SQL, MS-Access, MS-ExcelEducation Details 
January 2017 B.E. Computer Technology Gondia, MAHARASHTRA, IN Manoharbhai Patel Institute of Engineering and Technology
 HSC  Gondia, MAHARASHTRA, IN S.M.P. Science College
Java Developer 

Java Developer - Xoriant Solutions Pvt Ltd
Skill Details 
Company Details 
company - Xoriant Solutions Pvt Ltd
description - Pune
Period                Sept' 2017 to till date
Role                  Java Developer
Description           ResRent is a team responsible for the development of various
modules for Hertz. They are responsible for the development of screens in the portfolios they look after, and act as a
primary control function; developing webservices to ensure it can
be hit by XML and JSON. We build various modules which are
inbuilt in Hertz to provide interfaces for end users in their tasks.
Tools                 Eclipse, TOAD, SoapBox, Postman
Responsibilities      - Develop module from Backend to Middleware to Frontend.
- Bugs fixing and proactive developing of enhancements
- Resolve Application incidents within defined UCs & creating
different Task ticket as well.
- Debug and provide solution for workflow.
- Resolving DB issues and providing technical support to BAs.
- Keeping track of deployments and effect of same on ongoing
jobs
- Contribution towards automation of daily activities and process
based organization
- On-time, within-budget delivery meeting customers' quality
expectations.
- Maintain knowledge base of domain, known defects and issues,
processes and development techniques.
company - Xoriant Solutions Pvt Ltd
description - Strong communication, collaboration & team building skills with proficiency at grasping
new technical concepts quickly and utilize the same in a productive manner.
â Experience in development in Web application.
â Resolve project related issues in minimal time.
â Able to communicate effectively with multifunctional teams, programmers and technical staff at all levels.
â Good knowledge of Java, Sql, Ext JS, JSP, XML, Web services.
â Good interpersonal & analytical skills with proven abilities in resolving the complex
software issue.",Applicant 59,[],"['MS-LEVEL', 'BS-LEVEL']","java,sql,c,cpp,bootstrap,javascript,operating system,windows,eclipse,postman,database,oracle,mobile station,engineering,xml,backend,middleware,frontend,knowledge base,communications,collaboration,web development,web service,software"
59,Java Developer,"TECHNICAL STRENGTHS Computer Language Java/J2EE, Swift, HTML, Shell script, MySQL Databases MySQL Tools SVN, Jenkins, Hudson, Weblogic12c Software Android Studio, Eclipse, Oracle, Xcode Operating Systems Win 10, Mac (High Sierra) Education Details 
June 2016 B.E. Information Technology Goregaon, MAHARASHTRA, IN Vidyalankar Institute of Technology
May 2013   Mumbai, Maharashtra Thakur Polytechnic
May 2010   Mumbai, Maharashtra St. John's Universal School
Java developer 

Java developer - Tech Mahindra
Skill Details 
JAVA- Exprience - 21 months
MYSQL- Exprience - 21 months
DATABASES- Exprience - 17 months
J2EE- Exprience - 17 months
ANDROID- Exprience - 6 monthsCompany Details 
company - Tech Mahindra
description - Team Size: 5
Environment: Java, Mysql, Shell script.
Webserver: Jenkins.
Description: OR-Formatter is an application which takes the input file as Geneva Modified File GMF from Geneva server and reads the data to generate Bill backup and Bill Invoices for Client customers of BT. These invoices would be sent across to all the clients after billing.
Contribution:
â¢	Played the role of Java developer involved in applying change request to current modules.
â¢	Worked on requirement analysis and development for the user stories and also preformed dev unit testing for the user stories.
â¢ Handled E2E issues and fixing bugs.
â¢	Prepare required program level and user-level documentation.
company - Tech Mahindra
description - Team Size: 5
Environment: Java EJB, Mysql, Shell script.
Webserver: Weblogic12c Server, Jenkins.
Description: STAA is an encapsulation middleware layer, acting as an interface between client's operational support systems and Legacy systems. It transforms the legacy data into various formats such as TLV. Input is in form xml/http to STAA where validations are done and the response is sent to the back end systems where back end systems are CSS and COSMOSS Databases. The business methods deployed as EJBs on WebLogic Server shared across various market facing units of client.
Contribution:
â¢	Played the role of Java developer involved in creating services using Java/J2EE.
â¢	Worked on requirement analysis and development for the user stories and also preformed dev unit testing for the user stories.
â¢ Handled E2E issues and fixing bugs.
â¢	Worked in Migration from java 1.6 to java 1.8.",Applicant 60,['information technology'],['BS-LEVEL'],"java,swift,html,shell,mysql,database,apache subversion,jenkins,software,android studio,eclipse,oracle,xcode,operating system,operations research,server,testing,documentation,middleware,xml,http,backend,css,business"
60,Java Developer,"Education Details 
January 2013 Master of Engineering Information Technology Pune, Maharashtra M.I.T
January 2005 Bachelor of Engineering Information Technology Pusad, Maharashtra Amravati University
January 2001   Pusad, Maharashtra P. N. Junior College
January 1999 S.S.C  Pusad, Maharashtra K.D. High-School
Java Developer 

Java Developer - Maxgen Technologies
Skill Details 
Company Details 
company - Maxgen Technologies
description - Currently working in Infrasoft Technologies, Andheri as a Java Developer.
company - MIS Generation of Tata Sky and Tata Power
description - COURSES DONE: Android -Mobile App Development, Technologies in Java-Core Java,
Advance Java, JSF, Hibernate, Spring at NIIT in 2015-16.

ANDROID PROJECT: Location Detector of Computing and Mobile Devices. (Android)

ME PROJECT: Data Deduplication. My projects works to reduce redundant data from the system and free up the memory. It stores unique copy of data and for more location with same data with the help of pointers can access the data. (Java)

SUBJECTS TAUGHT:
C language, Core Java, Object Oriented Programming (OOT/C++), Database, PPS (Programming and problem solving), AD (Advance Database), IAS (Information Assurance and security), Android

PROGRAMMING SKILL: C, C++, Java, Android.
DATABASE HANDLED:
MS Access, SQL, Oracle

NATIONAL CONFERENCE: 1. paper presented on ""A secure cipher index over encrypted character data in database."" On dated 28-29 April 2011 at Pimpri chinchwad college of engineering, Pune.",Applicant 61,"['information technology', 'programming']","['MS-LEVEL', 'BS-LEVEL']","engineering,java,android,mobile development,hibernate,spring,c,object oriented programming,cpp,database,security,mobile station,sql,oracle"
61,Java Developer,"Education Details 
 BE IT   pjlce
Java Developer 

Java Developer
Skill Details 
c++- Exprience - Less than 1 year months
c- Exprience - Less than 1 year months
JAVA- Exprience - Less than 1 year months
DS- Exprience - Less than 1 year months
Jdbc- Exprience - 24 months
Hibernate- Exprience - Less than 1 year months
Java J2Ee- Exprience - Less than 1 year months
Javascript- Exprience - 6 months
JQuery- Exprience - 6 months
Ajax- Exprience - 6 monthsCompany Details 
company - Almighty tech pvt ltd nagpur
description - 1. As a Java Developer.
â ORGANISATION: Almighty tech pvt ltd Nagpur
â DESIGNATION.: Java Developer.
â DURATION.: From 1st jan 2018
â Notice Period: 15 days
JOB RESPONSIBILITIES
â Resolve Bugs
â Develop project as per user requirement.

KNOWLEDGE ABOUT:-
â Programming language C, C++, DS, Java(Swing, JDBC, J2EE) java script,jquery,Ajax
â Ms office, Excel.",Applicant 62,['programming'],"['BS-LEVEL', 'MS-LEVEL']","java,less,programming languages,c,cpp,data science,jquery,ajax,mobile station"
62,Java Developer,"TECHNICALSKILLS SpringMVC, Hibernate, JDBC, Java, J2EE, AzureWeb SunTechnologies Services, JSP, Struts, Servlet, RestApi. Scripting JavaScript, AJAX, HTML, JSON. OpenSourceTechnologies PHP. Database MsSQL, MySQL, Oracle. WebServers ApacheTomcatServer. Internettechnologiesand OnesignalWebPushNotifications, AzurewebServices, frameworks IONIC, HTML, JSON OperatingSystem WindowsServer2012R2, WinXP/7/8.1/10, Linux, Mac OS Education Details 
August 2013 to July 2016 BE Computer Engineering Nashik, Maharashtra Late G.N. Sapkal COE Nashik
July 2009 to June 2013 Diploma Computer technology Nashik, Maharashtra K K Wagh Polytechnic  Nashik
Java developer 

Java Developer
Skill Details 
AJAX- Exprience - 12 months
DATABASE- Exprience - 24 months
HTML- Exprience - 24 months
J2EE- Exprience - 6 months
JAVA- Exprience - 24 months
Spring MVC- Exprience - 12 months
Ionic 3- Exprience - 6 months
Angular JS- Exprience - 6 months
Spring- Exprience - Less than 1 year months
Java- Exprience - Less than 1 year monthsCompany Details 
company - Replete business solutions pvt ltd
description - Working as Java developer in spring MVC, MySQL, MsSql, Java, J2EE, Ajax, Javascript, ionic 3 framework, angular js etc. Technologies.",Applicant 63,['computer engineering'],['BS-LEVEL'],"hibernate,java,javascript,ajax,html,php,database,mysql,oracle,frameworks,ionic,linux,operating system,computer engineering,spring,angular,less,business,mvc"
